Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account
120,2,3.9,1,0,0,0,0
39,1,0.2,1,0,0,0,0
23,3,0.7,2,0,0,0,0
135,2,4.6,3,91,1,0,0
12,2,0.2,1,76,0,0,0
92,2,0.7,2,0,0,0,0
192,2,6.4,3,0,1,0,0
42,4,0.8,1,0,0,0,0
158,3,3.7,3,0,1,0,0
194,3,6.0,3,587,1,1,1
160,2,7.6,1,0,0,1,0
98,2,6.3,1,0,0,0,0
164,2,7.6,1,0,0,0,1
42,2,2.5,1,0,0,1,0
202,3,10.0,3,0,1,0,0
10,4,0.7,1,0,0,0,0
31,4,0.3,2,0,0,0,0
58,4,0.9,1,0,0,0,0
65,4,2.8,2,0,0,0,0
98,1,4.0,3,0,0,0,0
150,2,2.0,1,0,0,0,0
44,2,2.3,3,0,0,0,0
15,2,0.2,3,0,0,0,0
82,2,2.5,1,0,0,0,0
61,3,0.5,3,0,0,0,0
38,1,2.0,2,0,0,0,0
39,4,2.1,3,0,0,0,0
173,1,6.0,1,0,0,0,0
8,4,0.2,1,0,0,0,0
51,3,2.0,1,214,0,0,0
62,4,1.8,3,82,0,0,0
34,4,0.7,2,0,0,0,0
132,3,5.9,2,307,1,0,0
44,4,1.5,3,0,0,0,0
162,1,8.1,1,0,0,0,0
64,3,2.2,1,0,0,0,0
111,1,0.1,3,0,0,0,0
41,2,2.0,3,0,0,0,0
52,4,1.67,3,0,0,0,0
65,4,2.2,2,0,0,0,0
130,1,1.1,2,0,1,0,0
45,2,0.1,1,0,0,0,0
35,1,1.9,2,118,0,0,0
65,3,0.7,2,263,0,0,0
38,2,0.7,1,91,0,0,0
42,4,1.1,2,0,0,0,0
45,4,1.5,3,0,0,0,0
145,1,0.3,1,0,0,0,0
33,4,1.5,3,0,0,0,0
60,3,1.4,3,0,0,0,0
45,1,2.0,1,0,0,0,0
72,4,2.4,1,0,0,1,0
34,3,0.2,2,0,0,0,0
23,3,0.67,2,0,0,0,0
45,2,1.0,3,88,0,0,0
28,4,1.0,1,75,0,0,0
81,4,3.8,2,0,0,0,0
72,3,0.7,2,81,0,0,0
49,4,1.67,3,0,0,0,0
31,4,1.2,2,0,0,0,0
63,3,2.2,3,0,0,0,0
150,4,5.4,1,0,1,1,1
142,2,3.9,1,193,0,0,0
74,3,3.0,1,0,0,0,0
24,1,0.4,2,81,0,0,0
29,4,1.9,3,0,0,0,0
79,4,2.4,1,0,0,0,0
94,2,0.2,1,310,0,0,0
121,1,4.3,1,0,0,1,0
54,3,2.0,1,0,0,0,0
73,3,2.4,1,0,0,0,0
71,1,0.8,3,127,0,0,0
29,3,1.0,2,0,0,0,0
93,1,2.7,1,0,0,0,0
73,1,1.5,3,252,0,0,0
19,4,0.9,2,0,0,0,0
58,2,0.1,1,0,0,1,1
39,1,0.2,1,0,0,0,0
23,2,1.4,2,0,0,1,0
29,1,0.6,3,127,0,0,0
155,1,0.8,1,0,0,0,0
90,1,2.6,2,0,0,1,0
113,2,2.0,1,77,0,0,0
42,1,1.8,3,0,0,0,0
30,4,0.2,1,0,0,0,1
19,3,0.5,2,0,0,0,0
124,3,5.0,2,170,1,0,0
30,2,0.7,2,145,0,0,0
28,1,1.5,3,124,0,1,0
15,2,1.0,2,101,0,0,0
70,1,1.6,3,265,0,0,0
10,1,0.1,2,0,0,0,0
22,3,0.3,3,139,0,0,0
70,4,1.9,1,0,0,0,0
61,1,1.6,1,0,0,0,0
161,2,3.3,1,0,0,1,0
29,2,0.8,1,0,0,0,0
35,3,0.5,1,0,0,0,0
48,4,2.8,2,0,0,0,0
44,4,0.8,1,0,0,0,0
88,3,0.8,1,134,0,0,0
40,4,2.1,3,0,0,0,0
21,4,0.4,2,123,0,0,0
58,2,2.8,1,0,0,0,0
59,4,0.1,2,0,0,0,0
74,4,4.0,3,0,0,0,0
84,4,1.9,2,0,0,0,0
58,1,0.2,1,177,0,0,0
154,2,8.8,1,0,0,0,0
185,1,1.7,1,0,0,0,0
78,1,1.2,1,305,0,0,0
55,2,1.1,2,0,0,0,0
30,4,0.3,2,0,0,0,0
74,3,2.0,2,0,0,0,0
118,2,3.3,1,0,0,0,0
182,2,3.3,3,372,1,0,0
82,2,1.6,3,0,0,0,0
29,4,1.5,3,79,0,0,0
120,4,5.4,1,301,1,0,1
53,2,2.4,2,0,0,0,0
43,3,1.4,1,0,0,0,0
59,4,2.2,1,232,0,0,0
84,4,2.6,3,289,0,1,1
161,3,3.4,1,212,1,0,0
21,4,0.4,2,137,0,0,0
63,4,0.7,1,0,0,0,0
172,3,3.4,2,0,1,0,0
51,4,0.2,1,172,0,0,0
24,4,0.7,1,0,0,0,0
95,2,1.6,1,0,0,0,0
59,1,2.4,1,250,0,0,0
51,4,1.8,2,0,0,1,0
28,1,1.0,1,84,0,0,0
154,2,2.0,1,130,0,0,0
15,2,0.3,3,115,0,0,0
55,4,1.67,3,0,0,0,0
149,1,6.33,1,305,0,0,0
79,1,1.8,3,0,0,0,0
68,4,2.6,3,0,0,0,0
78,1,2.6,2,0,0,0,0
34,2,2.0,2,0,0,1,0
195,3,0.4,1,0,1,1,1
184,1,8.1,1,303,0,0,0
85,2,3.2,1,0,0,0,0
200,2,8.8,1,0,0,0,0
64,3,0.5,3,0,0,0,0
88,1,2.6,2,0,0,1,0
42,3,2.4,2,0,0,0,0
91,3,1.6,1,126,0,0,0
38,1,0.3,1,0,0,1,1
28,1,1.5,2,0,0,0,0
32,4,0.1,3,0,0,1,0
31,1,0.3,3,0,0,0,0
22,4,0.4,2,103,0,0,0
95,3,3.7,2,138,1,0,0
74,4,1.3,1,0,0,0,0
22,1,1.5,2,91,0,0,0
43,3,0.1,2,0,0,0,0
43,1,1.0,3,0,0,0,0
112,3,1.8,2,0,0,1,1
9,2,1.0,2,0,0,0,0
81,2,0.0,3,0,0,0,0
131,1,5.7,1,256,0,0,0
19,1,1.5,3,0,0,1,0
62,3,0.7,2,0,0,1,0
19,4,0.4,2,124,0,1,0
8,2,0.3,1,0,0,0,0
193,1,4.7,3,203,1,0,0
129,4,4.4,1,140,1,0,0
30,4,0.7,2,0,0,0,0
80,4,1.8,2,0,0,0,0
22,4,1.5,3,0,0,0,0
33,1,1.5,2,0,0,0,0
64,4,2.1,3,0,0,0,0
60,3,2.2,3,84,0,0,0
81,1,2.9,3,259,0,0,0
45,3,0.6,2,204,0,0,0
112,4,1.8,2,0,0,0,0
83,2,3.4,3,0,1,0,0
180,2,7.6,1,524,0,0,0
28,4,0.2,2,0,0,1,0
169,2,5.2,3,249,1,0,0
14,4,0.7,1,0,0,0,0
43,1,2.0,1,0,0,0,0
88,2,0.3,1,0,0,0,0
78,4,2.6,3,0,0,0,0
68,1,0.2,2,163,0,0,0
144,2,3.3,1,0,0,0,0
30,4,1.0,1,163,0,0,0
120,1,0.0,1,135,0,0,0
24,2,0.3,2,0,0,0,0
78,4,2.3,3,157,0,1,0
135,2,5.2,2,0,1,0,0
44,2,1.6,3,0,0,0,0
73,4,3.8,2,0,0,0,0
90,1,2.7,2,0,0,0,0
58,3,0.5,3,0,0,0,0
75,2,3.7,1,236,0,0,0
174,3,1.7,3,231,1,0,1
50,2,1.7,1,174,0,0,0
85,1,4.0,3,287,0,0,0
54,3,2.2,1,0,0,0,0
83,2,3.4,1,0,1,0,0
24,4,0.2,1,0,0,1,0
45,4,1.1,2,205,0,0,0
68,1,0.8,3,0,0,0,0
48,4,0.1,3,0,0,0,0
114,1,1.0,3,0,0,0,0
142,3,2.3,2,0,1,0,1
52,3,0.5,2,0,0,0,0
142,2,3.3,1,0,0,0,0
15,1,0.4,3,0,0,0,0
118,1,4.7,1,159,0,0,0
101,4,4.9,1,0,0,0,0
84,2,2.8,1,0,0,0,0
32,1,1.9,2,100,0,0,0
64,3,0.5,3,247,0,0,0
81,4,3.4,1,0,0,0,0
28,4,1.5,3,0,0,0,0
93,1,0.0,1,0,0,0,0
185,1,3.6,2,0,1,0,0
42,1,1.8,2,0,0,0,0
45,2,1.6,3,0,0,0,0
49,2,1.67,2,214,0,0,0
69,3,2.1,1,0,0,0,0
94,1,2.8,2,333,0,0,0
18,1,1.5,2,0,0,0,0
8,4,0.7,1,91,0,1,0
55,4,2.1,1,108,0,0,0
85,2,0.4,3,0,0,0,0
62,4,0.0,1,229,0,0,0
65,4,2.0,3,0,0,0,0
138,2,0.0,1,0,0,1,0
103,1,2.5,1,0,0,0,0
99,3,3.5,3,357,1,0,0
152,1,7.3,1,0,0,0,0
25,2,0.9,3,140,0,0,0
98,2,2.5,1,361,0,1,1
39,2,0.7,2,166,0,0,0
40,1,1.3,2,0,0,0,0
58,3,2.1,1,169,0,0,0
192,2,1.8,3,301,1,0,1
62,1,0.8,2,0,0,0,0
69,1,0.8,2,0,0,1,0
40,4,1.3,3,170,0,0,0
61,2,0.6,3,127,0,0,0
30,4,0.3,2,157,0,0,0
29,1,1.5,2,97,0,0,0
41,2,1.0,2,0,0,0,0
118,1,3.3,2,0,1,0,0
109,1,7.0,1,366,0,0,0
122,4,0.2,2,0,1,0,1
50,3,1.5,1,169,0,0,0
43,3,0.1,2,0,0,0,0
108,1,4.6,1,0,0,1,0
110,4,2.5,3,0,1,0,0
20,1,1.4,3,0,0,0,0
112,4,1.7,3,0,0,0,0
25,1,0.1,2,136,0,0,0
42,3,0.7,2,0,0,0,0
29,2,0.3,1,0,0,0,0
84,3,2.1,1,134,0,1,0
81,4,2.6,3,0,0,1,0
55,4,0.9,1,119,0,0,0
40,1,2.4,2,0,0,1,0
145,4,5.7,2,0,1,0,1
175,2,1.1,3,0,1,0,0
78,4,1.8,3,163,0,0,0
51,4,1.5,1,0,0,0,0
50,4,1.67,3,0,0,0,0
21,3,0.4,1,0,0,0,0
79,1,0.2,2,83,0,0,0
84,1,4.0,3,0,0,0,0
34,4,0.4,2,0,0,0,0
73,4,1.6,2,0,0,0,0
90,3,0.5,1,0,0,0,0
23,4,0.2,3,0,0,0,0
145,2,6.1,3,294,1,0,1
54,4,0.2,1,141,0,1,0
49,3,2.2,2,103,0,0,0
51,1,2.8,2,0,0,0,0
8,4,0.6,2,0,0,0,0
62,1,1.0,1,0,0,1,0
25,1,0.67,3,0,0,0,0
63,2,1.75,3,0,0,0,0
24,2,0.2,3,86,0,0,0
11,1,0.1,2,0,0,0,0
23,1,0.1,1,0,0,0,0
33,1,1.4,3,0,0,0,0
83,1,3.8,1,97,1,0,0
39,3,1.4,1,131,0,0,0
138,3,6.9,2,0,1,0,0
113,3,2.5,1,0,0,0,0
125,4,0.5,3,0,1,0,1
195,1,1.7,1,0,0,0,0
105,3,1.2,3,0,0,1,0
75,2,3.5,1,0,1,0,0
40,2,1.0,2,0,0,0,0
61,3,0.5,3,137,0,0,0
75,2,4.5,3,0,0,0,0
122,1,0.0,1,0,0,0,0
75,3,3.0,1,0,0,0,0
59,4,0.2,3,0,0,0,0
24,3,1.0,2,0,0,0,0
175,3,3.3,3,329,1,0,0
39,2,0.8,1,182,0,0,0
145,2,6.8,1,0,0,1,0
24,4,0.4,2,142,0,0,0
20,3,0.1,2,0,0,0,0
85,1,2.6,2,0,0,0,0
65,3,2.6,3,0,0,1,0
191,4,5.6,3,0,1,0,0
11,2,0.0,1,0,0,1,0
40,2,1.0,3,167,0,0,0
54,3,0.7,2,196,0,0,0
95,1,3.8,1,0,0,0,0
94,4,1.0,2,0,0,0,0
79,4,2.2,2,0,0,0,0
48,3,0.3,3,0,0,0,0
70,4,2.6,1,0,0,1,0
40,3,0.1,2,111,0,0,0
44,4,1.8,1,0,0,0,0
43,1,1.4,3,137,0,0,0
29,1,0.3,3,0,0,0,0
188,3,1.3,1,184,1,0,0
114,1,0.0,1,0,0,0,0
52,3,0.7,2,0,0,0,0
13,1,0.2,1,0,0,0,0
95,3,0.5,3,0,0,0,0
84,1,2.9,3,0,0,0,0
49,1,1.8,1,0,0,0,0
181,1,1.7,1,0,0,0,0
182,1,0.3,2,229,1,0,1
70,2,2.7,1,0,0,0,0
79,3,1.1,1,185,0,0,0
61,4,2.8,2,0,0,0,0
121,2,2.1,1,0,0,0,0
34,3,0.2,1,83,0,0,0
183,1,1.0,1,442,0,0,0
51,1,1.6,3,0,0,1,0
70,3,0.3,3,0,0,0,0
39,1,1.7,1,0,0,0,0
84,3,2.0,2,0,0,0,0
122,1,7.0,1,0,0,0,0
145,1,1.7,1,132,0,0,0
98,2,0.4,1,0,0,0,0
79,1,1.0,3,233,0,0,0
38,2,2.0,3,0,0,0,0
49,3,0.7,2,196,0,0,0
38,1,1.0,1,0,0,0,0
91,4,2.6,3,0,0,0,0
29,4,0.2,1,0,0,0,0
172,2,6.5,1,0,0,0,0
104,2,3.7,1,0,1,0,0
58,1,2.5,1,0,0,0,0
171,2,1.9,2,0,1,0,0
73,3,3.3,1,0,1,0,1
191,1,2.9,1,0,0,0,0
90,2,4.5,3,0,0,0,0
55,3,2.3,1,0,0,1,1
28,1,2.0,2,0,0,0,0
42,1,2.5,3,0,0,0,0
9,1,0.1,2,91,0,1,0
65,1,1.5,2,0,0,1,0
134,4,4.5,3,0,1,1,1
83,4,3.4,1,0,0,1,0
38,3,1.0,2,0,0,0,0
13,4,0.3,1,0,0,0,0
143,3,2.9,3,0,1,0,0
75,4,1.9,1,0,0,0,0
120,1,3.2,3,0,1,0,0
91,1,2.8,2,0,0,0,0
99,2,1.5,3,0,0,0,0
71,1,0.1,1,78,0,1,0
111,1,0.8,2,0,0,0,0
108,1,5.2,1,0,0,0,0
158,1,7.4,1,0,0,0,0
81,3,2.67,1,0,0,0,0
12,2,0.1,3,0,0,1,1
21,2,0.4,1,0,0,0,0
55,4,0.9,1,215,0,0,0
42,1,1.8,3,0,0,0,0
81,2,0.4,1,0,0,0,0
13,4,0.2,1,87,0,0,0
132,1,0.6,1,157,0,0,0
99,1,1.0,3,0,0,0,0
23,4,0.2,1,0,0,0,0
40,1,2.0,2,0,0,1,0
181,3,1.4,1,0,1,0,0
112,2,2.2,1,394,0,0,0
138,2,7.8,1,227,0,0,0
94,3,3.8,2,327,1,1,1
113,1,1.7,1,0,0,0,0
112,4,5.0,2,0,1,0,0
190,2,3.0,1,475,0,0,0
38,1,1.1,3,0,0,0,0
32,1,1.4,3,158,0,0,0
104,3,0.6,2,0,0,0,0
43,1,1.9,2,0,0,0,0
45,3,1.7,2,0,0,1,0
35,2,1.7,2,0,0,0,0
42,4,1.2,2,0,0,0,0
58,1,0.8,2,0,0,0,0
103,4,3.4,1,0,1,0,0
71,1,3.3,2,149,1,1,1
14,1,0.4,2,98,0,0,0
98,3,1.2,3,0,0,1,0
90,1,0.1,2,0,0,0,0
65,4,0.2,1,0,0,1,0
19,4,0.4,1,0,0,0,0
35,3,1.7,2,0,0,0,0
71,4,1.3,1,0,0,0,0
31,3,0.5,1,0,0,0,0
43,4,1.2,2,0,0,0,0
24,1,1.5,2,87,0,1,0
58,2,0.4,3,0,0,1,0
115,2,0.4,1,0,0,0,0
168,2,8.0,1,152,0,1,0
128,1,1.5,1,0,0,0,0
138,1,7.0,1,0,0,0,0
81,3,1.7,2,0,0,0,0
41,4,1.3,3,0,0,0,0
123,2,2.9,2,0,1,0,0
71,2,2.7,1,94,0,0,0
8,1,0.4,3,0,0,0,0
42,2,0.7,1,101,0,0,0
62,2,2.5,1,184,0,0,0
22,4,1.0,1,91,0,1,0
38,4,1.0,2,0,0,0,0
24,4,0.4,2,0,0,0,0
50,3,2.4,1,0,0,0,0
190,4,1.3,2,197,1,0,0
94,2,3.1,1,0,0,0,0
165,4,5.1,3,0,1,0,0
43,4,1.2,2,0,0,0,0
48,1,1.6,2,0,0,0,0
52,3,2.7,2,228,0,0,0
84,4,4.9,1,0,0,0,0
131,1,0.9,1,0,0,0,0
44,4,0.2,1,0,0,0,0
78,4,0.2,1,87,0,0,0
15,4,0.4,2,0,0,0,0
38,4,1.9,3,144,0,0,0
84,1,1.3,3,0,0,1,0
122,1,0.3,1,0,0,0,0
98,2,2.8,1,0,0,0,0
80,3,2.67,2,0,0,0,0
165,2,8.0,1,0,0,0,0
121,2,3.3,1,0,0,0,0
20,3,0.4,2,94,0,0,0
11,1,0.2,1,91,0,0,0
45,1,1.8,3,0,0,0,0
118,2,2.8,2,0,1,0,0
14,2,0.3,1,109,0,0,0
30,3,0.2,2,0,0,0,0
45,1,0.2,1,98,0,0,0
80,3,2.67,1,0,0,0,0
25,4,0.3,2,0,0,0,0
144,1,2.5,1,0,0,1,1
84,4,0.2,3,297,0,0,0
22,2,0.4,1,0,0,0,0
33,3,1.5,1,0,0,0,0
60,4,2.6,3,0,0,0,0
81,4,2.2,2,116,0,0,0
169,1,6.8,3,0,1,0,1
63,2,1.6,3,0,0,0,0
12,2,0.7,3,109,0,0,0
15,4,0.8,1,101,0,0,0
39,1,0.5,3,0,0,1,1
44,4,2.0,2,0,0,0,0
110,1,4.0,1,0,0,0,0
130,3,6.3,2,99,1,0,0
41,1,1.4,3,128,0,0,0
59,1,1.4,3,241,0,0,0
39,2,0.8,1,0,0,0,0
35,4,0.0,2,0,0,0,0
80,1,2.6,2,0,0,0,0
81,1,2.67,2,0,0,0,0
31,2,0.8,3,0,0,0,0
93,4,1.9,3,0,0,0,0
45,4,1.5,1,204,0,0,0
40,2,0.6,3,0,0,0,0
80,2,1.6,3,185,0,0,0
20,1,0.4,3,0,0,0,0
41,1,0.5,3,0,0,0,0
31,1,0.3,1,104,0,0,0
35,4,0.2,2,0,0,0,0
40,3,1.4,3,137,0,0,0
84,1,1.8,3,0,0,0,0
53,2,1.6,3,0,0,0,0
85,4,4.0,3,0,0,0,0
138,2,3.9,1,0,0,0,0
71,2,1.75,3,108,0,0,0
113,1,0.8,3,0,0,0,0
23,2,1.0,2,0,0,1,0
62,3,2.3,1,0,0,0,0
14,4,0.2,3,100,0,0,0
60,2,2.2,3,0,0,0,0
94,3,0.8,1,236,0,0,0
83,3,1.8,2,0,0,0,0
130,3,6.3,3,437,1,0,1
61,4,1.7,1,0,0,0,0
92,2,3.1,1,178,0,0,0
20,2,0.8,3,117,0,0,0
194,2,8.8,1,428,0,0,0
74,1,2.5,1,0,0,0,0
84,2,0.4,3,145,0,0,0
98,3,1.8,2,333,0,0,0
52,3,2.33,1,0,0,0,0
55,1,1.3,2,236,0,0,0
64,4,3.4,1,117,0,0,0
128,1,2.5,1,162,0,0,0
113,4,1.7,2,0,1,0,0
50,3,1.1,2,0,0,0,0
54,4,2.2,2,0,0,0,0
129,1,0.9,1,366,0,0,0
82,4,0.4,1,0,0,0,0
100,4,1.7,2,0,0,0,0
44,4,2.2,1,0,0,1,0
164,4,0.5,2,234,1,0,1
81,2,3.7,1,121,0,0,0
71,1,0.1,1,257,0,0,0
28,1,0.5,3,90,0,0,0
80,3,1.5,1,219,0,0,0
90,4,1.9,2,0,0,0,0
74,1,3.6,2,0,0,0,0
14,2,0.7,3,0,0,1,0
23,2,0.5,2,103,0,0,0
153,1,1.7,1,337,0,0,0
38,3,0.9,3,0,0,0,0
112,2,2.0,2,382,0,1,0
145,1,8.1,1,397,0,0,0
28,2,0.3,2,88,0,0,0
31,4,1.1,3,0,0,0,0
195,1,6.33,1,0,0,0,0
50,3,2.0,3,0,0,0,0
71,4,2.0,3,0,0,0,0
21,3,0.3,3,0,0,0,0
35,2,0.8,3,125,0,0,0
42,1,2.4,1,0,0,0,0
78,4,3.6,3,141,0,0,0
73,4,2.2,2,0,0,0,0
53,2,1.0,3,181,0,0,0
51,2,1.6,3,123,0,0,0
40,2,2.3,3,0,0,0,0
178,1,1.0,1,0,0,0,0
35,2,0.3,1,0,0,0,0
192,1,0.0,2,0,1,0,0
123,1,5.4,1,0,0,0,0
48,2,1.67,2,0,0,1,1
45,3,0.6,2,0,0,0,0
15,1,0.2,1,0,0,0,0
79,1,0.3,1,120,0,0,0
63,4,2.0,2,0,0,1,0
30,2,0.2,3,0,0,0,0
145,4,6.9,1,380,1,0,0
32,3,1.0,2,0,0,0,0
64,2,0.1,1,224,0,0,0
84,1,0.1,1,0,0,0,0
21,1,0.4,2,0,0,0,0
99,4,1.7,2,0,0,0,0
35,2,1.3,1,0,0,0,0
180,1,1.7,1,0,0,0,0
42,1,1.33,1,0,0,0,0
179,4,2.1,2,0,1,0,0
42,4,0.1,3,0,0,0,0
180,2,9.0,2,297,1,0,0
82,4,3.4,1,0,0,0,0
55,2,0.7,1,149,0,0,0
79,2,2.2,1,0,0,0,0
48,2,0.6,3,215,0,0,0
93,1,2.7,1,0,0,1,0
23,2,0.2,3,0,0,0,0
50,3,2.33,1,200,0,0,0
85,2,2.0,1,0,0,0,0
35,1,1.5,2,97,0,0,0
171,3,6.0,2,0,1,0,0
29,4,1.5,2,0,0,0,0
84,1,1.8,3,0,0,0,0
20,4,0.5,2,0,0,0,0
14,1,0.4,3,0,0,0,0
179,1,8.6,1,357,0,0,0
48,1,0.8,1,158,0,0,0
74,1,2.8,1,0,0,0,0
53,1,1.4,1,0,0,0,0
83,1,2.8,2,0,0,0,0
171,2,2.1,1,433,0,0,0
85,4,4.9,1,0,0,0,0
38,4,0.9,2,0,0,0,0
85,3,1.6,1,157,0,0,0
79,1,0.1,1,0,0,0,0
69,4,0.4,1,0,0,0,0
43,3,0.9,3,0,0,0,0
33,2,0.3,1,101,0,0,0
42,3,0.1,3,149,0,0,0
40,4,1.9,3,122,0,0,0
43,1,1.8,3,0,0,0,0
20,4,0.5,3,117,0,0,0
65,3,2.5,1,222,0,0,0
139,3,3.4,1,483,1,0,0
135,3,0.3,3,0,1,0,0
84,3,1.6,3,0,0,0,0
179,1,2.9,3,0,1,0,0
45,4,1.3,2,86,0,0,0
109,2,2.5,1,0,0,0,0
34,4,0.1,3,0,0,0,0
162,1,1.3,1,0,0,0,0
105,2,1.4,1,0,0,0,0
22,3,0.2,2,0,0,0,0
82,2,1.8,1,178,0,0,0
105,4,1.7,2,230,0,1,0
62,1,1.8,3,0,0,0,0
82,2,2.0,1,83,0,0,0
72,4,0.0,1,0,0,0,0
38,4,1.7,1,0,0,0,0
25,4,1.0,1,0,0,0,0
20,1,0.75,3,0,0,0,0
80,4,1.8,2,0,0,0,0
84,3,1.1,1,0,0,0,0
33,1,1.0,1,0,0,0,0
55,3,0.9,3,0,0,0,0
33,2,0.7,2,0,0,0,0
190,4,0.3,3,305,1,0,0
43,1,0.3,3,158,0,0,0
45,3,0.1,3,0,0,0,0
141,1,3.5,1,0,0,0,0
69,4,2.4,1,0,0,0,0
78,4,0.1,2,0,0,0,0
84,1,3.7,3,0,0,0,0
172,1,5.2,2,0,1,0,0
51,4,0.2,1,154,0,1,0
75,1,1.4,3,0,0,0,0
183,1,3.1,2,0,1,0,1
20,4,0.4,3,0,0,0,0
101,2,3.9,3,294,1,0,0
129,1,5.9,3,0,1,0,0
63,2,3.2,1,0,0,0,0
44,4,2.1,1,0,0,0,0
184,1,5.4,3,176,1,0,1
100,2,2.0,1,127,0,0,0
12,3,0.4,1,0,0,0,0
68,2,2.3,3,128,0,1,0
48,1,1.0,1,212,0,0,0
82,2,0.4,1,0,0,0,0
52,2,2.5,1,0,0,0,0
154,2,4.6,2,0,1,1,1
39,1,1.5,1,0,0,0,0
40,1,0.3,1,0,0,0,1
54,4,1.9,3,164,0,0,0
32,2,1.0,2,103,0,0,1
64,2,2.3,3,0,0,0,0
92,2,1.3,1,287,0,0,0
40,1,2.5,3,94,0,0,0
60,3,0.5,3,0,0,0,0
85,2,1.3,1,119,0,0,0
21,4,0.4,1,90,0,0,0
35,1,0.6,3,171,0,0,0
52,2,0.1,1,0,0,0,0
128,1,7.4,1,0,0,0,0
195,1,6.33,1,0,0,0,0
68,2,1.5,2,117,0,0,0
55,2,1.1,1,0,0,0,0
55,1,0.2,1,0,0,0,0
80,4,0.4,1,0,0,0,0
123,1,0.8,1,146,0,0,0
90,4,1.9,2,106,0,1,0
61,1,1.4,3,0,0,0,0
41,3,2.5,2,0,0,0,0
43,2,1.6,3,0,0,0,0
71,3,0.1,1,162,0,1,0
25,4,1.0,1,0,0,0,0
154,1,3.0,2,0,1,1,1
141,1,2.4,1,0,0,0,0
22,2,0.9,3,110,0,0,0
145,2,6.8,1,0,0,0,0
49,3,0.5,3,0,0,0,0
109,1,2.0,1,0,0,0,0
80,3,0.5,1,0,0,0,0
82,4,1.4,2,201,0,0,0
52,4,2.5,1,0,0,0,0
85,3,2.5,1,0,0,0,0
148,1,1.0,1,0,0,0,0
160,2,2.1,1,0,0,0,0
39,4,1.7,1,0,0,0,0
25,2,0.8,3,0,0,0,0
33,1,1.4,3,0,0,0,0
38,3,2.5,2,0,0,0,0
85,4,0.2,3,0,0,0,0
48,1,0.2,1,0,0,0,0
15,4,0.6,3,77,0,0,0
94,1,0.0,1,174,0,0,0
120,2,0.6,1,0,0,0,0
60,1,0.7,3,159,0,0,0
145,2,4.33,1,277,0,0,0
29,2,0.7,3,0,0,0,0
78,3,2.67,2,0,0,0,0
59,4,1.2,2,0,0,0,0
80,2,4.5,3,0,0,0,0
180,1,1.0,1,0,0,0,0
8,3,0.1,2,83,0,0,0
23,1,1.5,3,0,0,0,0
79,2,3.8,3,0,0,0,0
78,2,3.8,3,268,0,0,0
64,1,0.0,2,0,0,0,0
64,4,0.2,3,0,0,0,0
160,4,3.8,1,237,1,0,0
43,1,1.0,3,102,0,0,0
32,1,1.1,3,0,0,0,0
179,2,0.0,1,76,0,1,0
8,1,0.1,1,0,0,0,0
63,1,1.6,1,0,0,1,0
40,2,2.3,3,0,0,1,0
99,4,2.2,2,155,0,0,0
141,2,4.5,2,0,1,0,0
159,1,1.5,1,0,0,0,0
39,2,0.3,1,174,0,0,0
99,4,1.7,2,0,0,0,0
18,4,0.3,2,0,0,0,0
38,2,0.3,1,0,0,0,0
133,1,0.0,1,0,0,0,0
84,2,2.8,1,0,0,0,0
60,1,0.0,2,0,0,0,0
178,3,5.4,3,147,1,0,0
18,1,0.5,3,0,0,0,0
73,1,0.8,3,0,0,0,0
125,1,7.3,1,0,0,0,0
91,1,4.3,2,0,1,0,1
74,2,1.1,1,0,0,0,0
35,2,0.3,2,0,0,1,0
113,1,2.0,1,0,0,0,0
52,4,2.2,2,0,0,0,0
191,2,4.4,2,0,1,0,0
18,1,0.3,3,93,0,0,0
25,2,0.0,1,0,0,0,0
50,4,1.9,3,0,0,0,0
75,4,0.7,3,0,0,0,0
92,2,4.5,3,0,0,1,0
33,2,2.0,2,0,0,0,0
65,3,2.2,3,0,0,0,0
44,3,1.7,1,0,0,0,0
183,2,1.4,1,354,0,0,0
175,2,1.4,1,0,0,0,0
28,4,1.5,3,0,0,0,0
49,4,2.2,2,0,0,0,0
45,4,1.8,1,0,0,0,0
64,4,3.0,3,221,1,0,0
22,3,0.1,3,90,0,0,0
120,1,7.4,1,119,0,0,0
175,2,6.7,1,102,0,0,0
101,4,2.3,3,256,0,0,0
104,1,1.0,3,0,0,0,0
155,4,0.1,3,0,1,0,1
58,1,2.4,1,0,0,0,0
80,4,2.2,2,0,0,0,0
45,1,1.8,3,195,0,0,0
134,1,4.6,1,164,0,1,0
58,4,2.0,3,153,0,1,0
20,1,0.2,1,0,0,0,0
25,4,1.5,3,0,0,0,0
55,1,0.3,1,0,0,0,0
155,1,1.3,1,0,0,0,0
30,1,1.3,1,0,0,0,0
39,4,0.4,1,0,0,0,0
73,4,2.0,3,188,0,0,0
41,4,1.3,1,0,0,0,0
34,4,0.1,3,157,0,0,0
21,3,0.9,3,119,0,0,0
11,4,0.3,1,0,0,1,1
154,2,6.9,1,0,0,0,0
19,4,0.4,3,0,0,0,0
101,2,2.4,2,0,0,0,0
24,1,1.0,1,116,0,0,0
131,2,2.7,1,0,0,1,0
105,1,4.0,1,0,0,0,0
52,1,1.2,2,194,0,0,0
